Date,Close,Volume,SPY_Close,VIX_Close
2010-01-04,6.40648078918457,493729600,84.57848358154297,20.040000915527344
2010-01-05,6.417558193206787,601904800,84.80238342285156,19.350000381469727
2010-01-06,6.3154778480529785,552160000,84.862060546875,19.15999984741211
2010-01-07,6.303802013397217,477131200,85.22030639648438,19.059999465942383
2010-01-08,6.345710754394531,447610800,85.5038833618164,18.1299991607666
2010-01-11,6.289733409881592,462229600,85.62332153320312,17.549999237060547
2010-01-12,6.2181854248046875,594459600,84.82475280761719,18.25
2010-01-13,6.30589485168457,605892000,85.54119873046875,17.850000381469727
2010-01-14,6.2693772315979,432894000,85.77255249023438,17.6299991607666
2010-01-15,6.164602756500244,594067600,84.80985260009766,17.90999984741211
2010-01-19,6.437314510345459,730007600,85.86957550048828,17.579999923706055
2010-01-20,6.338228702545166,612152800,84.99642944335938,18.68000030517578
2010-01-21,6.228662967681885,608154400,83.36199188232422,22.270000457763672
2010-01-22,5.919730186462402,881767600,81.50370788574219,27.309999465942383
2010-01-25,6.078987121582031,1065699600,81.92162322998047,25.40999984741211
2010-01-26,6.1649017333984375,1867110000,81.578369140625,24.549999237060547
2010-01-27,6.222975254058838,1722568400,81.9664535522461,23.139999389648438
2010-01-28,5.965831756591797,1173502400,81.02606964111328,23.729999542236328
2010-01-29,5.749396800994873,1245952400,80.14546203613281,24.6200008392334
2010-02-01,5.829325199127197,749876400,81.39176177978516,22.59000015258789
2010-02-02,5.863152503967285,698342400,82.37689208984375,21.479999542236328
2010-02-03,5.964034557342529,615328000,81.9664535522461,21.600000381469727
2010-02-04,5.7490973472595215,757652000,79.43643951416016,26.079999923706055
2010-02-05,5.85117769241333,850306800,79.60062408447266,26.110000610351562
2010-02-08,5.811065196990967,478270800,79.02599334716797,26.510000228881836
2010-02-09,5.8730316162109375,632886800,80.0185775756836,26.0
2010-02-10,5.840999126434326,370361600,79.86186981201172,25.399999618530273
2010-02-11,5.947271823883057,550345600,80.69771575927734,23.959999084472656
2010-02-12,5.9984588623046875,655468800,80.63053894042969,22.729999542236328
2010-02-16,6.088863372802734,543737600,81.89923858642578,22.25
2010-02-17,6.063421249389648,436396800,82.28733825683594,21.719999313354492
2010-02-18,6.074796199798584,422825200,82.77245330810547,20.6299991607666
2010-02-19,6.037076950073242,415469600,82.94406127929688,20.020000457763672
2010-02-22,5.999658584594727,390563600,82.9590072631836,19.940000534057617
2010-02-23,5.899072170257568,575094800,81.95146942138672,21.3700008392334
2010-02-24,6.006843566894531,460566400,82.70523071289062,20.270000457763672
2010-02-25,6.046955108642578,665126000,82.59332275390625,20.100000381469727
2010-02-26,6.1253862380981445,507460800,82.64557647705078,19.5
2010-03-01,6.256205081939697,550093600,83.50376892089844,19.260000228881836
2010-03-02,6.252014636993408,566546400,83.73518371582031,19.059999465942383
2010-03-03,6.266382217407227,372052800,83.8097915649414,18.829999923706055
2010-03-04,6.3076934814453125,366041200,84.06352996826172,18.719999313354492
2010-03-05,6.554361820220947,899620400,85.26505279541016,17.420000076293945
2010-03-08,6.558252811431885,429889600,85.2800064086914,17.790000915527344
2010-03-09,6.6761980056762695,920259200,85.42180633544922,17.920000076293945
2010-03-10,6.7306809425354,596218000,85.80243682861328,18.56999969482422
2010-03-11,6.7504377365112305,405700400,86.16063690185547,18.059999465942383
2010-03-12,6.7833662033081055,416323600,86.16810607910156,17.579999923706055
2010-03-15,6.700746059417725,493502800,86.19049072265625,18.0
2010-03-16,6.719006061553955,446908000,86.8770751953125,17.690000534057617
2010-03-17,6.709126949310303,450956800,87.39203643798828,16.90999984741211
2010-03-18,6.7249932289123535,342109600,87.3472671508789,16.6200008392334
2010-03-19,6.653149604797363,559445600,86.9051284790039,16.969999313354492
2010-03-22,6.727987766265869,456419600,87.36973571777344,16.8700008392334
2010-03-23,6.836054801940918,602431200,87.98426055908203,16.350000381469727
2010-03-24,6.866287708282471,597780400,87.55708312988281,17.549999237060547
2010-03-25,6.784863471984863,542284400,87.41472625732422,18.399999618530273
2010-03-26,6.912091255187988,640875200,87.36222839355469,17.770000457763672
2010-03-29,6.956692695617676,540744400,87.91678619384766,17.59000015258789
2010-03-30,7.060269832611084,527310000,87.97674560546875,17.1299991607666
2010-03-31,7.034825325012207,430659600,87.67701721191406,17.59000015258789
2010-04-01,7.0638628005981445,603145200,88.27650451660156,17.469999313354492
2010-04-05,7.139298915863037,684507600,88.99588012695312,17.020000457763672
2010-04-06,7.1707305908203125,447017200,89.2056884765625,16.229999542236328
2010-04-07,7.202465057373047,628502000,88.6961441040039,16.6200008392334
2010-04-08,7.183004856109619,572989200,89.00337219238281,16.479999542236328
2010-04-09,7.2380852699279785,334182800,89.58790588378906,16.139999389648438
2010-04-12,7.253056049346924,333026400,89.73028564453125,15.579999923706055
2010-04-13,7.257244110107422,306210800,89.79773712158203,16.200000762939453
2010-04-14,7.354833602905273,404076400,90.8168716430664,15.59000015258789
2010-04-15,7.451525688171387,376784800,90.89180755615234,15.890000343322754
2010-04-16,7.406026363372803,750545600,89.44552612304688,18.360000610351562
2010-04-19,7.396145343780518,566924400,89.78272247314453,17.34000015258789
2010-04-20,7.32190465927124,738326400,90.58454895019531,15.729999542236328
2010-04-21,7.759860038757324,982391200,90.41969299316406,16.31999969482422
2010-04-22,7.976894378662109,793424800,90.68946838378906,16.469999313354492
2010-04-23,8.107410430908203,796955600,91.281494140625,16.6200008392334
